content,score
Ui nya bagus dan mudah di akses semuanya namun proses withdraw sangat lambat dan pendingnya lama tidak seperti saat deposit yang sangat cepat,4
"Hallo tim Bibit,, Aplikasinya dah bagus, namun kok Beberapa hari ini kok loading aplikasinya lama bingits ya?,, Mohon segera diperbaiki Terimakasih Alam",4
"Aplikasi yg sangat bagus mudah di mengerti bagi pemula,cumn pas masuk apk loading nya lama bnget.",5
"Simple, sangat membantu skema yg diberikan, cocok untuk pemula. Thankyou Bibit. Semoga selalu menjadi yg terbaik",5
"Saya senang bisa ber investasi, saya adalah pemula dan enggak tau sama sekali cara ber investasi. Dengan ini saya perlahan mau belajar untuk ber investasi. Semoga aplikasi ini memberikan yang terbaik buat setiap pengguna dan terlebih buat pemula 🙏.",4
Aku baca ulasan banyak kasi Bintang 1 2 3 alsannya coba aplikasi bibit sebulan trus tarik lagi . Situ paham gak si investasi . Investasi itu gak bisa bikin kayak sekejab investasi itu tujuannya untuk jangka panjang apalagi ini Reksadana yg dimana untuk mencapai tujuan finansial . Jdi jngn buat ulasan yg gak jelas membuat investor pemula jdi takut memulai . Klo kritik apknya yh serah kalean la,5
"Buka transaksi loading nya lama banget, mohon diperbaiki lagi, dari spek hp saya sudah mumpuni, koneksi internet juga lancar stabil. Brati di bibitnya",3
"Pertama kali mulai investasi di Bibit, belum ada setahun langsung bisa kerasa keuntungannya. Kuncinya cuma sabar dan konsisten. Reksadana yg disediain udh terbukti bisa ngasih performa yg bagus dan terpercaya✨👌🏻 Sehari-hari nabung mulai dr 10.000 aja yg penting rutin. Pakai (kode referral: novelbetter) buat dapetin cashback 25.000 waktu pembelian reksadana. Cheers!🥂",5
"Untuk saya pengguna baru bibit lebih nyaman mudah dipahami untuk investasi dari sekian banyak saya download aplikasi investasi jika kalian yang baca ada yang lebih bagus dari bibit kasih tau ya, dan kenapa buka bibit minta realod terus susah untuk login hemm perbaiki development",5
"Terimakasih bibit,... Mudah2 ini jalan saya dari Allah buat nyari rejeki sampingan,... Terimakasih banyak, saya dukung terus Bibit buat jadi aplikasi yang berkualitas yang bermanfaat dan menghasilkan bagi semua orang,...amin",5
"Maaf bngt ya!! Punya saya no order S4142782FKISQ jual invest dari tgl 8 baru di acc tgl 12 dan gak masuk Rekening sama sekali, di historynya udah ke kirim tpi gak masuk ke BANG JAGOnya!!",1
Sangat bagus beghitupun kinerja tim bibit yang sigap membantu pemula seperti saya namun mohon pencairan dana yang telah di invest di tingkatkan agar lebih cepat seperti aplikasi sebelah,5
"Aplikasi memudahkan untuk investasi reksadana. Tapi saya mau memberi saran, saya berharap login dapat menggunakan password dan otentifikasi bisa menggunakan semacam google authenthicator dibandingkan login melalui sms. Terima kasih",5
"Aplikasinya keren, saya jadi lebih mudah memahami cara investasi dengan fitur - fiturnya. Apalagi ada fitur robo yang mudah mengarahkan saya memilih jenis investasi yang paling sesuai.",5
"sepertinya oprasi apk bibit ini tidak optimal, masi butuh beberapa detik berselancar.",3
"Mulai kecewa lah pake ni aplikasi , masa setiap ikutan promo cashback dari E-Wallet mana aja ga pernah dapet , padahal udah ikutin aturan yg ada. Mending tarik semua investasinya",1
"Tidak semua dijelaskan dengan baik oleh sistem, contohnya klaim pencairan instan berapapun, begitu di sell all pengajuan tsb jd reguler td instant. Aduh kecewa hmm.",1
"Bagus buat belajar investasi, tampilannya gak rumit jadi mudah untuk explore lebih jauh.",5
Terimakasih bibjit sudah menyediakan aplikasi dgn tema bibit investasi. Terus terang sya. Baru pertama x ini ber inves. Untk ke depanya mohon bimbingan nya. Krna sya masih pemula dan awaw,5
"buat yang pemula, SMP, SMA, kuliah, siapapun, yang mau investasi tapi bingung pilih/mulai dari mana, coba belajar dulu dari Aplikasi ini deh, jangan lupa masukin kode referral ""windaadelia"" buat dapat cashback 25k,lumayuun ❤️",5
"Koreksi min. Tolong dong proses transaksi nya jangan lama² min! Saya udah nunggu 1minggu lebih penarikan saya belum masuk² nih gimana sih, selebihnya mah bagus sih",1
"Simple, lebih baik dari pada bareksa Konfirmasi nya lebih cepat dibanding bareksa Saya awalnya pakai bareksa Pindah ke app ini",5
Alhamdulillah bisa nabung rutin walaupun ga banyak setidak nya dapet retun yang lumayan tiap taun nya makasih bibit buay kalian yang baru instal bibit jangan lupa masukin kode ( gvapitl ) buat sama sama dapet chasback 25ribu makasih,5
Aplikasi yang bagus untuk investasi.. dapet cashback juga lho.. masukin aja kode referal investasibagus huruf kecil semua dan nyambung.,5
"Cara investasi yg praktis, cepat, bs mulai dg dana sedikit, hasil langsung bs di cek. Bibit keren",5
mari kita mulai tanam uang kita dibibit untuk masa depan yang lebih baik. jgn lupa gunakan aplikasi bibit karena sangat mudah digunakan untuk pemula. untuk dapatkan cashback masukkan kode refferal: tanambibitsaham,5
"Wah makin bagus ni aplikasi, cocok kita pertahankan berinvestasi di sini, pesan saya kepada pihak aplikasi bibit mohon di pertahankan kayak ini, dan entar kalau ada perubahan nggak bagus ini aplikasi, cari tempat aplikasi yang berinvestasi yang lebih baik aja, sekalian kasi bintang satu",5
Aplikasi bagus. Cuma tolong dong di perbaiki. Giliran saya top up.notif nya cepat. Giliran pas jual notif nya gk ada. ada notif penjualan berhasil.tpi sya cek di Mbanking.blom masuk. Jdi mendingan notif penjualan munculnya di barengin dengan uang yg masuk ke rekening.,5
"ini nih saya rekomendasikan, buat para pemula cocok banget, aplikasi reksadana buat kalian yang baru mulai di dunia perdagangan uang pas banget, di bantu dari awal kalian daftar, jangan lupa masukan kode refereal (yafuad) dan dapatkan bonus 50rb,",5
"Aplikasinya sangat sangat baguss, tapi sangat sangat di sayangkan pembelian dan penjualannya yang lama. Tolong d rubah supaya klo ada org yg membutuhkan untuk kepentingan mendesak bisa langsung cair",5
"Pertama kali investasi lewat platform ini mudah banget. User Interface menarik, simpel, cocok untuk belajar investasi. Salam cuan",5
"Menu data pribadi saya berwarna abu² dan tidak bisa di klik, sudah saya lakukan reinstal tetap saja. Edit : Sudah bisa menu data pribadinya, thx u min penanganan kurang dari 1 hari kerja",5
Aplikasi bibit adalah aplikasi investasi yang terbaik dan terpercaya karena sudah terdaftar di OJK gunakan kode referal= 𝐉𝐮𝐚𝐫𝐚𝟎𝟐 untuk mendapatkan bonus awal senilai 25 Rp Kalian tidak perlu ragu untuk investasi di sini karena sudah banyak sponsor memperkenalkan aplikasi ini untuk kita semua karena investasi di sini sangat menguntungkan untuk masa depan kita semua Jadi tunggu apalagi buruan download dan mulai investasi. ✌✌✌,5
"Saya kasih 3dulu ya karena saya baru pemula.tapi setelah saya baca semua ulasan dari para yg sudah gabung, menurut saya hasil nya positif sih,yaaa.... biar pun saya belum masukan dana/iven.tapi ada juga PR yang harus dilakukan dari pihak bibit mengenai pencairan, kalau bisa agak dipercepat.itu aja sih..!!!",3
"Setalah saya melihat platfrom bibit dari iklan dan media lainnya, saya melihat masa depan yang nyata dalam perkembangan dunia investasi, investasi bisa lebih dekat dengan siapapun dan dapat dilakukan dimana saja tanpa pandang usia, semua fitur sangat sederhana mudah dipahami dan tidak ribet, apalagi keputusan bibit dengan menggandeng Gopay sebagai mitra pembayaran virtualnya, semoga kedepan semakin baik dan berkembang , yang mau dapat cashback 50.000 pakai kode referalku (untunglimapuluh)",5
"Mantap, aplikasi sudah di desain dengan mudah gampang dipahami bahkan untuk pemula.pake kode referal : yangsunhuat untuk dapatkan cashback 25.000",5
"Pelayanan parah, asli lelet amat. Butuh kesabaran mau beli atau jual, tp lebih parah saal jual lama bener masuk harus 2x nunggu proses saat proses selesai di pemberitahuan bibit gak langsung masuk ke rekening bank harus nunggu lagi. Cocok investasi jangka panjang aja.",1
Aplikasi sangat bermanfaat dapatkan cashback mencapai 50rb saat pendaftaran hanya dengan menggunakan kode referal. 🔥Kode referral: getcashback🔥 Aplikasi ini juga sangat mudah untuk digunakan oleh pemula.,5
"Sangat direkomendasikan untuk pemula. Tapi saya ada saran untuk fitur autopay juga disediakan autopay dari bank bukan cuma dari dompet digital, karena pendapatan utama dikirimnya ke rekening bank bukan dompet digital. Saya secara personal, kalau ingin beli sesuatu, baru saya transfer ke dompet digital. Jadi dompet digital akan selalu nol untuk kondisi ketika tidak digunakan. Sedangkan tujuan utama autopay pasti untuk orang yang sering lupa untuk investasi, jadi semoga kedepannya ada autopay langsung ke rekening bank. Thank you",5
Maaf kak saya kasih 2 bintang dulu ... Sebenernya udah bagus aplikasinya ... Cuma untuk top up via e wallet kurang komplit 😅 ....,2
Bagus. Saya ga ngerti reksadana ga perlu effort banyak langsung ngerti. Buat tmen tmen yang mau dpt cashback 25 rb untuk pertama kali transaksi bisa pake kodeku yaa ketik ini di bagian kode promo: pakepunyakuya,5
Susah di buka klu bukan pakai jaringan wifi Masa harus jaringan yg sangat sangat sangat stabil baru bisa di buka aplikasinya,2
Entah kenapa tampilan di handphone saya pecah...mungkim bisa diperbaiki untuk styling nya agar tampilan di handphone lain tidak rusak dan acak acakan,4
"Saya sangat suka menggunakan bibit, sudah 1 tahun lebih berinvestasi di sini. Cuma 1 keluhan saya, kenapa saat membuka apps bibit sering muncul pesan error halaman web tidak tersedia. Terimakasih",5
"Aplikasi investasi simple, cocok banget buat anak muda dan buat investasi pemula, oh iya kalian bisa dapat cashback 25rb dengan memasukkan kode referral ini ""desnadps"" saat mendaftar, kuy investasi",5
"Portofolio bisa dipisah2 sesuai tujuan kita, ini sangat bagus. Di apk lain gak ada kayak gini mantap bibit",5
Aplikasi nya knpa kok kelihatannya berat? Ketika Awal masuk loadingnya lama. Mohon di perbaiki kedepannya. Terima Kasih,4
"Sejak sekarang Bibit semakin ribet dengan adanya bibit plus, mana perlu update ini itu, buka rekening segala.. Jadi bikin gk nyaman",1
"Aplikasinya bagus banget, tpi ketika beberapa kali transaksi, tidak semua bank gratis lagi dan ada banyak biaya admin, jadi agak susah buat mau beli lagi",1
Aplikasi yang sangat cocok untuk pemula dengan presentase kerugian yang sangat kecil. Gunakan Kode referral (barbara) untuk mendapatkan bonus saldo senilai 25k. Saya doakan selalu dilancarkan rejekinya Amin,5
"biasanya hasil penjualan reksadana langsung ke rek bank pribadi pas di update ke bibit+ tiba2 masuk RDN dulu tanpa pemberitahuan, dan proses transfer ke rek pribadinya lama banget. udah nunggu penjualan reksadananya hampir seminggu ditambah nunggu proses transfer dr RDN ke rek pribadi, blm potongan potongan materai dan biaya admin 😟",1
Aplikasi bagus sih cuman untuk bagian transaksi atau bisa di bilang pemabayaran di tambahkan lagi untuk E walletnya selain gopay kalau bisa ovo/Dana juga bisa tambahkan,4
"Sangat memuaskan, aplikasi uda stabil dan nggak ada bugs lagi. Tampilan nya bagus dan nggak ribet",5
"Sangat tidak membantu dalam proses pencairan dana kerekening dan ribet beda dengan aplikasi pintu memiliki akses stabil, menguntungkan serta pencairan dana cepat tidak menunggu 3 sampai 7 hari kerja, maaf saya kasih bintang 1.",1
"Bagus, cuma pencairan lama bgt soalnya kalo pencairan gua nunggu posisi lagi naik giliran mau di tarik susah bgt nunggu harga pass terus di sttusnya OPEN2 terus kapan kejualnya, rugi mah yg ada, gagal terus pula",5
"Masih tetap tidak bisa masuk ke aplikasi, selalu saja halaman web tidak tersedia. Kenapa ini tolong segera di perbaiki jika memang ada masalah, ini sungguh sangat mengganggu saya. Mengingat saya sudah memakainya beberapa kali namun sudah sedari kemaren kemarin selalu sajantak dapat masuk ke aplikasi",5
"Aplikasi bagus, mudah digunakan. Semoga bisa ditambah lagi varian produk reksadananya biar tambah banyak pilihannya.",4
"aplikasi bibit ini sangat mudah digunakan, mudah dipahami, dan user friendly, terutama untuk kalangan yang masih awam soal investasi Reksadana.",4
Saya baru menggunakan aplikasi ini tetapi pas saya mau menggunakan grafiknya sangat sulit untuk menggunakan aplikasi ini jadi sekitar depositnya lebih dari 100 sekali bermain jadi aplikasi ini sangat tidak bagus lagi,1
"Alhamdulillah banyak pelajaran baru untuk investasi dari bibit, sangat mudah dipahami dan sangat menguntungkan, baru seminggu investasi di bibit untungnya mulai jalan terus 🔥 thanks bibit",5
"Parah sih ini mah bagus banget buat anak muda, nabung doang dapet banyak cashback, dan yang penting gak ribet jir, auto jadi rich people deh kalo gini, ayo buruan download, dapetin 25rb pertama lu dengan masukin kode refferal "" kixfrrt "" dan lu udah bisa beli 2 reksadana tanpa ngeluarin duit, gila ga tuh",5
"So far so good ya, udah pakai bibit dari tahun lalu walau investasi masih belum rutin. Tapi tetep suka aja karena makin banyak pilihan reksadana nya juga, semoga kedepannya makin bagus dan terhindar dari drama-drama apapun lah, karena aku suka investasi pakai aplikasi bibit. Simple aja gitu, ga ribet.",4
Aplikasi ini cocok untuk investasi pemula untuk jangka panjang dan jangan lupa ya pake kode ini (alatcuan) biar sama sama dapat cashback 25.000 ya jangan lupa semangat yaaa,5
"Bagus, mudah digunakan.pertahankan dan tingkatkan. Silahkan masukkan kode refferal (masdikin) untuk yang mau mulai investasi di bibit reksadana",5
Bermanfaat banget bagi para remaja yang ingin menabung/berinvestasi di aplikasi bibit resakdana... Saya suka banget deng aplikasi ini karena banyak fitur menarik untuk dipelajari bagi para pemula..,5
"Saya kasih 3dulu ya karena saya baru pemula.tapi setelah saya baca ulasan dari para yg sudah gabung, menurut saya hasil nya positif sih,yaaa...biar pun saya belum masukan dana/iven.tapi ada juga PR yang harus dilakukan dari pihak bibit mengenai pencairan, kalau bisa agak dipercepat.itu aja sih..!!!",3
Dari pertengahan 2019 sampe sekarang nyaman bgt pake bibit. Walaupun cs sekarang udah sibuk (mungkin efek user yg byk bgt) tp masih bisa tanya tanya di komunitas. Thanks,5
App nya mantep simple buat kaum milenial ... apalagi buat sy yg masih buta tentang reksadana .. bnyk belajar juga dari app ini ..penuh edukasi manteplah....,5
"Tolong untuk pihak pengelola ataupun pengembang apk ini, tolong tambahkan metode pembayaran menggunakan DANA. Karena saya sudah terbiasa menggunakan apk tersebut. Terimakasih",4
Aplikasi scam ini mah. Udah invest sampe 10 jt dan dah hampir setahun bukannya nambah yang ada berkurang terus. Daripada di sedot semua duit saya mending saya tarik sebelum rugi nya makin banyak. Investasi kok gak pernah naik malah turun terus. Penipu,1
"Terimakasih bibit, dengan aplikasi bibit saya dapat menabung direksadana terpercaya, tidak perlu ragu ayo segera download bibit dan investasi dengan mudah",5
"kok saya ga bisa tambah rekening atau ubah rekening ya? Rekening lama saya sudah nonaktif, terus mau cairin gimana ini? Masa uang saya ngendap diaplikasi ini sih? Sudah dicoba berkali"" Pas saat mau scan wajah malah error terus gagal,haduhh jdi males mau nabung disini",1
"Aplikasi nya bagus, saya coba pake nominal kecil dan langaung ku jual semua ternyata kembali ke rekening Saya kira aplikasi tipu tipu, ternyata aplikasinya aman , cocok buat pemula seperti saya",5
"Baru mau belajar reksadana, coba dulu dan keburu senang dapat cashback 50 ribu. pakai kode referal ""investasiberkat"" saat mendaftarkan akun untuk mendapatkan cashback 50ribu dan nanti saya dapat 25ribu jadi sama sama senang dan semuanya jadi berkat deh hahahaa mantap 😀😇 Godbless",5
Aplikasi yg mudaj banget buat pemula yg ingin menabung .fitur² di aplikasi nya sangat mudah dipahami,5
"apk tiba"" logout sendiri, giliran login lagi masukkin otp tp mental mulu alhasil ga bisa masuk. tolong diperbaiki lah. o iya skrg ada biaya tambahan admin jd kena admin 2x hmmm",2
"Bagi yang belajar investasi, aplikasi ini sangat cocok. Dari proses pembelian hingga penjualan sangat mudah. Saran saya untuk pengembang adalah; tolong tambahkan tanda favorit pada produk reksadana.",5
"bagus banget buat pemula yg ingin investasi tp dengan modal kecil, yah lumayan lah pendapatannya.. buruan daftar deh. jangan lupa pake kode refferal ayocuan spy kamu bisa dpt cashback 25ribu..",5
"Selebihnya bagus dan menjadi sebuah solusi bagi anak muda untuk bisa menyisihkan uangnya untuk diinvestasikan daripada digunakan hal yg konsumtif ~BELI sesuatu karena PERLU, bukan BELI sesuatu karena INGIN~",5
Terimakasih Bibit. Saya bisa jadi belajar investasi dikit-dikit. Bagi yang mau investasi untuk pemula bisa pake kode refferal : angpaodaritoha dan dapatkan bonus saldo 25.000.,5
"Gimana ini bibit ..saya investasi 800 RB , tapi rugi saya tidak ada 10 RB, tapi pengembalian uang ke saya hanya 540 RB , giliran di email pengaduan dana nya kok kurang , malah di minta hubungi ini lag , pas di hubungi alasan nya suruh email , sudah cukup saya di rugikan begini.",1
"Sejauh ini aplikasi untuk investasi tapi nilainya bisa kecil yg terbaik masih bibit menurutku, dan sangat cocok untuk pemula yg baru belajar investasi.",5
Aplikasinya mudah banget. Simpel dan aplikatif. Support systemnya jg keren banget. Baik tim ITnya maupun tim SDMnya,5
"Beberapa hari ini tiap buka aplikasi ngelag terus padahal sinyal lancar pakai WiFi buka semua aplikasi lancar semua, cuma buka bibit aja yang ngelag terus tidak bisa buat buka portofolio pokoknya tampilannya jadi aneh... Kenapa ini wahai bibit mohon solusinya",2
cara keren nabung uang. setahun dapat 15 juta dri modal 5 jutaan. yuk nabung di bibiy buat jdi kaya. pakai refferal sy untuk dapatkan bonus (DENGANMU) gak pakai refferal gak dapat apa2 dong. ingat DENGANMU,5
Aplikasi investasi bagus nih nyesel kalo ada yg enggak pake nih aplikasi mudah Banget cara gunakan nya digunakan bagi pemula recommended banget sih ni aplikasi bagi pemula,5
"Aku baru nyoba sih, aku baru invest uang aku 2.5 jt, dlm seminggu udh ada hasilnya, termakasih. Untuk kedepannya bisa ditingkatkan lagi fitur"" yg terbaru .😊",5
"ternyata bener kembali duit gua, tpi gak sekali gus semua harus nunggu, jadi sarannya saya tolong di tingkatkan aplikasinya semisalnya selang 2 hari atau hari ini juga cair ok",5
"Aplikasi cukup mudah dimengerti untuk pemula. Tapi saran saja kali ya. Ketika mau buka aplikasinya jangan langsung ke beranda, misal masuk kan pin atau password dulu gitu.",5
"mantep lah nih aplikasi, membantu banget untuk para pelajar atau buat belajar investasi bukan cuma sekedar belajar teori di sekolah atau perkuliahan jadi bisa langsung praktek berkat aplikasi ini 🙏🙏🙏",5
"Aplikasinya payah banget, untung kagak, rugi iya, mau pencairan aja lama banget, nyesel pakenya, Ditransaksi sukses tapi ga masuk2 ke rekening, Cupu👎👎👎",1
"Terimakasih sudah mengenal bibit, berkat bibit bisa belajar invest sejak sekarang .Buruan install dan masukkan kode "" nurin "", untuk dapatkan cashbacknya",5
"Jangan ragu jangan bimbang, ini apss pendaftarannya simple mudah dan ga ribet, untuk pengguna baru jika mau mendapat banyak keuntungan ataupun rewards bisa menggunakan kode: arsyavano and well selamat bergabung 😊",5
Belajar investasi buat pemula seperti saya di bibit sangat mudah. Mudah dipelajari penjelasannya nya juga detail. Pokoknya top deh klo mau belajar investasi di bibit aja,5
Awalnya sih gampang tapi pencairannya sulit dan selalu resul ujung2nya gak bisa dicairkan! Sangat kecewa!,1
"Aplikasinya sudah bagus dan mudah digunakan, namun sayang sekali proses konfirmasi pembelian sampai beberapa hari, dan juga pencairan kalau bisa dipercepat pasti makin mantep ni aplikasi 🙏",5
"Udah lama di diem in tabungannya, pas mau nabung lagi. Justru aplikasi g bisa di buka Dgn alasan jaringan tidak ada. Padahal internet saya berfungsi. Mohon pembenahannya 👍",1
Aplikasi paling cocok untuk investasi. Sangat puas slma pake aplikasi ini khusus saya yg pemula. Berharap bisa dengan investasi emas. Agar tidak pindah2 aplikasi tuk investasi emas. Sangat2 berhrap. Mksih Bibit.,5
Tiap ada promo cashback dan masuk jam promo dimulai pasti aplikasi nya eror... parah payah... kalo ga niat kasih promo mending ga usah ada cashback2an.,4
Bagus banget untuk investor pemula yg memang masih belum begitu paham tentang investasi. Dengan artikel-artikel terkait investasi & CS nya yg responsif jadi semakin membantu para investor pemula juga dalam berinvestasi,5
Ini kenapa setelah di update versi terbaru jadi tidak bisa dibuka di android saya ya? Any solution? Padahal ini bermanfaat sekali :-),2
"Tujuan saya adalah investasi melalui Bibit, dan mengharapkan keuntungan. tapi malah buntung sudah jalan setahun lebih malah Imbalan Hasil saya minus (-) mulu, sekarang malah sudah sampai -3,4%. Sepertinya saya salah media berinvestasi.",2
"Buat kalian yang merasa ragu dengan aplikasi sebagus ini, itu hal yang wajar karena awalnya saya juga ragu. Ternyata aplikasi ini sangat membantu saya yang sangat awan untuk awal mula berinvestasi. Setelah diberikan araham dan cs yang sangat membantu, saya makin yakin ini aplikasi good banget.",5
"Buka aplikasi selalu error,udah rajin nabung tapi mkin kesini sering error,mau tarik uang ga bs,jadi khawatir,mau sgera tarik uang jika tidak error,padahal jaringan bagus dan aplikasi sdh di update,",3
"Aplikasinya mudah dimengerti bagi pemula, ijin sedikit saran mungkin untuk pilihan reksadananya lebih diperbanyak lagi.",4
Menurutku ini cara nabung keren banget. Tanpa potongan biaya bulanan malah dapat untung.,5
Apk bagus.....cocok untuk pemula....mungkin saran saya ditambahin investasi emas yang bisa di cetak supaya kalo ada yang mau nabung emas digital tidak perlu repot² cari apk lain.....,2
"Saya sudah update, koneksi internet baik kerana bisa ig an lancar, tetapi waktu buka aplikasi bibit tulisannya koneksi tidaj tersedia, pdhal buat ig an lancar dan smuanya lancar",2
Aplikasinya bagus. Hanya saja saat pembayaran menggunakan Linkaja sering keluar. Mohon diperbaiki lagi demi kenyamanan.,4
"Bikin Promo tapi SnK tidak jelas. Sudah mengikuti semua SnK tapi cashback tidak dikirim. Dikomplain jawabannya hanya maaf, tapi Cashback tidak dikirim. SANGAT MENGECEWAKAN, MENDING G USAH BIKIN PROMO KALAU TIDAK PROFESIONAL.",1
"Aplikasinya bagus,cocok buat anak muda yang ingin Investasi jangan lupa masukan kan kode referial : saatnyamudainvestasi.",5
"Cocok buat pemula, yang penting klo gatau bisa tanya2 ke orgnya jdi klian ga ngerasa di tipu. Klo mau dpet cashback jga bisa mke kode ( prasetiyo2 ). Terimakasih",5
"semakin bersemangat untuk berinvestasi reksadana untuk jangka panjang di bibit apps ,, semoga bibit apps masih ada selalu dan semakin berkembang jangan sampai tutup",5
Kurang menyenangkan!!!! Saya sudah wd tapi proses mulu dari tgl 11 smpe skrng blum juga masuk rekening,1
"Nice pake Bibit untuk nabung bisa sekalian dapet keuntungan juga :D Langsung Download aja guys, Jangan Lupa masukan KODE REFFERAL (wigunasans) untuk mendapatkan banyak casback :D",5
Bagus. Mohon untuk support Autodebet pakai LinkAja dong untuk nabung rutin. Biar ga cape melakukan pembayaran manual.,5
"ga bisa verifikasi email, pas d klik linknya ga bisa kbuka aplikasinya, alhasil g bsa mulai nabung reksadana, ysdh sy uninstall saja, smoga d perbaiki ya",1
Keren apk bibit untuk pemula.. kendala memang di pencairan dan pembelian terlalu lama... seandainya bisa lebih cepat gk ada minus nya ini apk bibit.. selebih nya oke semua,5
"Bibit mudah bahkan untuk pemula sekalipun, anak SMA mau ipa/ips juga harusnya bisa start belajar manage their money dri sini",5
"Knp ya pas buka apk bibit, tampilan di menu bibit dan profile pasti ada yang ilang. Jadi bingung kalo mau klik",4
Mantap cuy. Gak usah lagi ribet nyari app utk main uang. Cukup ini aja. UI nya mudah dan supported by professionals. Registrasi dan dapat modal 25.000 dgn kode referral NENEN. Hahaha..,5
"aplikasi nya mudah di gunakan,jual cepat cair nya,,ada kesulitan cepat di bantu,biar agak lama nunggu jawab an nya,,semoga bisa lbh baik lagi kedepan nya.good luck tuk bibit 🙏",5
"Gunakan kode referal 🔥GETCASHBACK🔥dari bibit untuk dapat cashback Rp.50000. Caranya gampang! Ayo download ""Bibit - Investasi Reksadana"" , register akun, dan masukkan kode referal (getcashback) maka cashback siap digunakan. Aplikasi ini sangat direkomendasikan untuk investor pemula, selain mudah digunakan, fitur didalamnya seperti robo juga sangat membantu untuk memilih reksadana mana yg harus dibeli. Pembayaran dan pembelian pun sangat sangat mudah. Selamat Mencoba!!!👍",5
Ini kenapa aplikasi bibit jadi lama banget logginnya yang game berat berat aja lancar jaya masak aplikasi bibit yang kecil kek gini bisa lama,3
"Modal kecil mending mundur ajah deh. Gk akan sukses loe di sini, kecuali loe nabung. Itupun harus rutin, kalau gk ya loe tekor di biaya Admin.",1
Aplikasi yang sangat mengajarkan saya untuk berubah. yang dimana awalnya saya orang boros saat menabung di bibit saya jadi mengurangi yang namanya boros dan lebih ingin investasikan uang saya ke reksadana Bibit ini karena lebih menguntungkan dan berguna semoga Bibit selalu jd Platform terbaik untuk investasi dan juga menabung. SUKSES TERUSS BIBIT,5
"Bagus menurut ku, cuman ada kekurangan pas scrool agak lambat, kaya kurang performa/kinerja aplikasinya. Tolong ditingkatin ya",5
"baru coba invest reksadana langsung pake aplikasi bibit,, mudah penggunaan'a krn sudah ada rekomendasi reksadana apa yg cocok berdasarkan penilaian dr beberapa pertanyaan yg d ajukan..",5
mau update tidak bisa pas di uninstall malah tidak di download. benerin dong sudah dikontak wa sama kirim email tapi balasannya ga memuaskan tetap tidak bisa install,1
"Sangat rekomendasi menggunakan bibit untuk membeli reksadana dan sejenisnya. Respon customer service juga sangat cepat, dilayani dengan baik. Lanjutkan bibit",5
"Bagus sih, tp klo mau liat rating investornya hrus kluar dri rncana prmbelian. Usul dong, tambahin tmbol nyimpan d faforit dan kranjangnya it lbih bagus.",4
Tolong perlihatkan riwayat dari kupon SBN yang masuk. Hari ini saya dapat kupon SBN cairnya ke RDN wallet bukan ke rekening bank yang seperti biasanya. Ini malah membuat saya bingung karena sulit menemukan riwayat cair yang masuk. Kembalikan saja mekanisme cairnya seperti dulu.,2
"Mantap bagi calon pengguna baru bisa gunakan kode refferal ini y, {gcuochz} nanti anda akan mendapatkan 25.000 setelah mengkaitkan akun anda dgn kode tersebut ,jadi nanti kalian bisa ber insfestasi hangat dgn 10.000, jika ada masalah cat aja ke cs y balasany cepat dan menggunakan fitur wa",5
"Bibit sangat keren,mudah digunakan,tempat belajar Reksadana keren. Tinggal investasi, tidur pas bangun eh ada keuntungannya tiap harinya",5
Lumayan deh dpt pengalaman berinvestasi mulai dari 100an. Return lebih oke dari pada nabung manual . Yuk mulai belajar invest ya bisa pake kode refferal aku (roberry) tanpa kurung ya,5
"Sekarang kena biaya ya tiap mau nabung , ada sih yang gratis tapi musti BCA atau Bank Jago , secara tidak langsung memaksa pengguna untuk pakai salah satu dari keduanya ... :( sudah tidak friendly ke anak sekolah.",1
Sepertinya sudah mulai ditinggalkan pengguna ini aplikasi. Apalagi sekarang ada biaya top up tf bank.. untuk yg sebulan berkali-kali top up ya gimana ya.. mana untung tipis.,1
"Kenapa ya kok saya buka aplikasinya keluar terus, baru dibuka loading lama dan harus reload, saat sudah direload bisa masuk tapi tiba2 keluar.",3
Min saran. Tolong tambhkan wallet dana juga donk. Biar lebih lengkap lagi kalau mau setor/ top up. Saya sebagai pengguna dana kurang puas ketika cuma ada pembayaran via gopay dan linkaja. Coba tambhkan dana. Otomatis penilaian di kasih 5 bintang.,3
"Saran saya bagi pengguna pemula, atau pengguna baru , Jgn ragu atau bimbang mulai aj dulu invest dan kalian buktikan sendiri ... kalo saya sendiri ada nya apk bibit ini sangat membantu dan mempermudah sekali",5
"Semua komentar menunjukkan respon positif,klo toh negatif bkn gara2 apk ini penipu kyk apk yg pernah ada di play store..tpi tolong dong tambahkan fitur pembayaran lewat dana atau ovo... Dan maksimal nabung buat pemula diganti 50k aja",3
Yeay! Udh 190hari nyoba nginvestasi disini & udh keliatan hasilnya! Bagi anak muda yg mau coba investasi dikit² jadi bukit bisa loh coba aplikasi ini! Apalagi masukin kode : asikdapetcashback Pasti dapet cashback 25.000 ! Semangat nabung yukk!,5
Aplikasinya muda dimengerti dan layanannya ok simpel sekali cocok bnget untuk pemula,5
jangan beli sbn.. katanya klo maw jual kapan saja gampang nyata na susah cair nya.. mending nabung di bank walau bunga naek turun. tp stabil ngasi cuan,1
